country_code,country,indicator_code,indicator,year,value
BRA,Brazil,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,12458.8903396625
BRA,Brazil,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,12274.9941630213
BRA,Brazil,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,8936.1955889444
BRA,Brazil,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,8836.28546025694
BRA,Brazil,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,10080.5078722821
BRA,Brazil,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,9300.66072904004
BRA,Brazil,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,9029.83304401079
BRA,Brazil,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,7074.19407495707
BRA,Brazil,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,7972.53696080695
BRA,Brazil,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,9281.33282136864
BRA,Brazil,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,10377.5897719195
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,969.199513696287
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,1065.40597574519
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,1163.55957673426
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,1306.97245408557
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,1530.92726215723
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,1777.64496828464
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,2129.25696999613
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,2734.72709877693
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,3523.44302065213
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,3898.24459158811
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,4629.24551710077
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,5703.76027973346
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,6405.0574241349
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,7147.03518622344
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,7781.06597484974
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,8175.33285077393
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,8254.86859320357
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,8979.67652709856
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,10085.6638148819
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,10342.9009524335
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,10627.4637989619
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,12887.4357242941
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,12970.6056414327
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,12951.1782397043
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,23925.8559901991
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,23878.3641471651
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,25486.5942008748
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,30711.1022511331
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,34566.7359143735
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,35084.4363546269
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,36980.3349948954
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,42350.9217211489
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,46379.1647953479
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,42471.8868625226
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,42396.9665976293
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,47630.9761883572
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,44718.0159214069
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,47206.8353514242
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,48959.5991203133
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,41929.7549110722
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,42948.9381932694
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,45553.9341495339
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,48916.1686612154
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,47656.199739747
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,47394.8734504469
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,52349.2459994422
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,50506.5179638543
DEU,Germany,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,54776.7668235491
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,442.750218937263
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,450.357900514128
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,469.149928973927
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,544.143133545002
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,624.258826510066
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,710.488080408949
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,801.668353659022
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,1021.88707706826
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,992.519584923828
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,1094.94974598436
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,1347.51939071367
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,1445.46127486037
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,1429.32199520032
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,1432.84397512195
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,1553.88396075118
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,1583.99815907985
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,1707.50892912243
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,1950.10468280866
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,1966.25455171679
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,2041.42863698585
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,1907.04251637669
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,2239.61384367482
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,2347.44829434623
IND,India,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,2530.12031278204
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,39169.3595701504
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,34406.1824638092
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,32820.7936433254
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,35387.0374203599
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,38298.9801712303
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,37812.8950199948
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,35991.546002862
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,35779.0245416427
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,39876.3039685725
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,41308.9968370512
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,44968.1562349739
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,48760.0789494211
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,49145.2804308193
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,40898.6478964744
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,38475.3952461838
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,34960.6393843385
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,39375.4731620781
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,38834.0529341227
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,39751.1330982711
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,40415.9567649547
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,40028.7341726762
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,40094.5599795288
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,34065.6438962526
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,33836.1756271617
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,36329.9560727102
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,37133.623113437
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,37997.7596573051
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,39490.2749557007
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,41724.6316287624
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,44123.4070679055
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,46302.0008800056
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,48050.2237771135
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,48570.0459804586
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,47194.9433547336
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,48642.6100179312
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,50024.868799398
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,51708.4011556577
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,53179.0127634561
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,54973.4207515712
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,56572.9188996063
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,57638.1018367192
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,59635.0984397965
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,62499.8744390068
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,64746.4506778863
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,63515.9491807833
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,70205.050916026
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,76657.2488844403
USA,United States,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,81032.262117545
BRA,Brazil,SP.POP.TOTL,"Population, total",2000,174018282
BRA,Brazil,SP.POP.TOTL,"Population, total",2001,176301203
BRA,Brazil,SP.POP.TOTL,"Population, total",2002,178503484
BRA,Brazil,SP.POP.TOTL,"Population, total",2003,180622688
BRA,Brazil,SP.POP.TOTL,"Population, total",2004,182675143
BRA,Brazil,SP.POP.TOTL,"Population, total",2005,184688101
BRA,Brazil,SP.POP.TOTL,"Population, total",2006,186653106
BRA,Brazil,SP.POP.TOTL,"Population, total",2007,188552320
BRA,Brazil,SP.POP.TOTL,"Population, total",2008,190367302
BRA,Brazil,SP.POP.TOTL,"Population, total",2009,192079951
BRA,Brazil,SP.POP.TOTL,"Population, total",2010,193701929
BRA,Brazil,SP.POP.TOTL,"Population, total",2011,195284734
BRA,Brazil,SP.POP.TOTL,"Population, total",2012,196876111
BRA,Brazil,SP.POP.TOTL,"Population, total",2013,198478299
BRA,Brazil,SP.POP.TOTL,"Population, total",2014,200085127
BRA,Brazil,SP.POP.TOTL,"Population, total",2015,201675532
BRA,Brazil,SP.POP.TOTL,"Population, total",2016,203218114
BRA,Brazil,SP.POP.TOTL,"Population, total",2017,204703445
BRA,Brazil,SP.POP.TOTL,"Population, total",2018,206107261
BRA,Brazil,SP.POP.TOTL,"Population, total",2019,207455459
BRA,Brazil,SP.POP.TOTL,"Population, total",2020,208660842
BRA,Brazil,SP.POP.TOTL,"Population, total",2021,209550294
BRA,Brazil,SP.POP.TOTL,"Population, total",2022,210306415
BRA,Brazil,SP.POP.TOTL,"Population, total",2023,211140729
CHN,China,SP.POP.TOTL,"Population, total",2000,1262645000
CHN,China,SP.POP.TOTL,"Population, total",2001,1271850000
CHN,China,SP.POP.TOTL,"Population, total",2002,1280400000
CHN,China,SP.POP.TOTL,"Population, total",2003,1288400000
CHN,China,SP.POP.TOTL,"Population, total",2004,1296075000
CHN,China,SP.POP.TOTL,"Population, total",2005,1303720000
CHN,China,SP.POP.TOTL,"Population, total",2006,1311020000
CHN,China,SP.POP.TOTL,"Population, total",2007,1317885000
CHN,China,SP.POP.TOTL,"Population, total",2008,1324655000
CHN,China,SP.POP.TOTL,"Population, total",2009,1331260000
CHN,China,SP.POP.TOTL,"Population, total",2010,1337705000
CHN,China,SP.POP.TOTL,"Population, total",2011,1345035000
CHN,China,SP.POP.TOTL,"Population, total",2012,1354190000
CHN,China,SP.POP.TOTL,"Population, total",2013,1363240000
CHN,China,SP.POP.TOTL,"Population, total",2014,1371860000
CHN,China,SP.POP.TOTL,"Population, total",2015,1379860000
CHN,China,SP.POP.TOTL,"Population, total",2016,1387790000
CHN,China,SP.POP.TOTL,"Population, total",2017,1396215000
CHN,China,SP.POP.TOTL,"Population, total",2018,1402760000
CHN,China,SP.POP.TOTL,"Population, total",2019,1407745000
CHN,China,SP.POP.TOTL,"Population, total",2020,1411100000
CHN,China,SP.POP.TOTL,"Population, total",2021,1412360000
CHN,China,SP.POP.TOTL,"Population, total",2022,1412175000
CHN,China,SP.POP.TOTL,"Population, total",2023,1410710000
DEU,Germany,SP.POP.TOTL,"Population, total",2000,82211508
DEU,Germany,SP.POP.TOTL,"Population, total",2001,82349925
DEU,Germany,SP.POP.TOTL,"Population, total",2002,82488495
DEU,Germany,SP.POP.TOTL,"Population, total",2003,82534176
DEU,Germany,SP.POP.TOTL,"Population, total",2004,82516260
DEU,Germany,SP.POP.TOTL,"Population, total",2005,82469422
DEU,Germany,SP.POP.TOTL,"Population, total",2006,82376451
DEU,Germany,SP.POP.TOTL,"Population, total",2007,82266372
DEU,Germany,SP.POP.TOTL,"Population, total",2008,82110097
DEU,Germany,SP.POP.TOTL,"Population, total",2009,81902307
DEU,Germany,SP.POP.TOTL,"Population, total",2010,81776930
DEU,Germany,SP.POP.TOTL,"Population, total",2011,80274983
DEU,Germany,SP.POP.TOTL,"Population, total",2012,80425823
DEU,Germany,SP.POP.TOTL,"Population, total",2013,80645605
DEU,Germany,SP.POP.TOTL,"Population, total",2014,80982500
DEU,Germany,SP.POP.TOTL,"Population, total",2015,81686611
DEU,Germany,SP.POP.TOTL,"Population, total",2016,82348669
DEU,Germany,SP.POP.TOTL,"Population, total",2017,82657002
DEU,Germany,SP.POP.TOTL,"Population, total",2018,82905782
DEU,Germany,SP.POP.TOTL,"Population, total",2019,83092962
DEU,Germany,SP.POP.TOTL,"Population, total",2020,83160871
DEU,Germany,SP.POP.TOTL,"Population, total",2021,83196078
DEU,Germany,SP.POP.TOTL,"Population, total",2022,83177813
DEU,Germany,SP.POP.TOTL,"Population, total",2023,83287273
IND,India,SP.POP.TOTL,"Population, total",2000,1057922733
IND,India,SP.POP.TOTL,"Population, total",2001,1077898575
IND,India,SP.POP.TOTL,"Population, total",2002,1097600380
IND,India,SP.POP.TOTL,"Population, total",2003,1116803006
IND,India,SP.POP.TOTL,"Population, total",2004,1135991513
IND,India,SP.POP.TOTL,"Population, total",2005,1154676322
IND,India,SP.POP.TOTL,"Population, total",2006,1172878890
IND,India,SP.POP.TOTL,"Population, total",2007,1190676021
IND,India,SP.POP.TOTL,"Population, total",2008,1207930964
IND,India,SP.POP.TOTL,"Population, total",2009,1225524753
IND,India,SP.POP.TOTL,"Population, total",2010,1243481564
IND,India,SP.POP.TOTL,"Population, total",2011,1261224954
IND,India,SP.POP.TOTL,"Population, total",2012,1278674502
IND,India,SP.POP.TOTL,"Population, total",2013,1295829511
IND,India,SP.POP.TOTL,"Population, total",2014,1312277191
IND,India,SP.POP.TOTL,"Population, total",2015,1328024498
IND,India,SP.POP.TOTL,"Population, total",2016,1343944296
IND,India,SP.POP.TOTL,"Population, total",2017,1359657400
IND,India,SP.POP.TOTL,"Population, total",2018,1374659064
IND,India,SP.POP.TOTL,"Population, total",2019,1389030312
IND,India,SP.POP.TOTL,"Population, total",2020,1402617695
IND,India,SP.POP.TOTL,"Population, total",2021,1414203896
IND,India,SP.POP.TOTL,"Population, total",2022,1425423212
IND,India,SP.POP.TOTL,"Population, total",2023,1438069596
JPN,Japan,SP.POP.TOTL,"Population, total",2000,126843000
JPN,Japan,SP.POP.TOTL,"Population, total",2001,127149000
JPN,Japan,SP.POP.TOTL,"Population, total",2002,127445000
JPN,Japan,SP.POP.TOTL,"Population, total",2003,127718000
JPN,Japan,SP.POP.TOTL,"Population, total",2004,127761000
JPN,Japan,SP.POP.TOTL,"Population, total",2005,127773000
JPN,Japan,SP.POP.TOTL,"Population, total",2006,127854000
JPN,Japan,SP.POP.TOTL,"Population, total",2007,128001000
JPN,Japan,SP.POP.TOTL,"Population, total",2008,128063000
JPN,Japan,SP.POP.TOTL,"Population, total",2009,128047000
JPN,Japan,SP.POP.TOTL,"Population, total",2010,128070000
JPN,Japan,SP.POP.TOTL,"Population, total",2011,127833000
JPN,Japan,SP.POP.TOTL,"Population, total",2012,127629000
JPN,Japan,SP.POP.TOTL,"Population, total",2013,127445000
JPN,Japan,SP.POP.TOTL,"Population, total",2014,127276000
JPN,Japan,SP.POP.TOTL,"Population, total",2015,127141000
JPN,Japan,SP.POP.TOTL,"Population, total",2016,127076000
JPN,Japan,SP.POP.TOTL,"Population, total",2017,126972000
JPN,Japan,SP.POP.TOTL,"Population, total",2018,126811000
JPN,Japan,SP.POP.TOTL,"Population, total",2019,126633000
JPN,Japan,SP.POP.TOTL,"Population, total",2020,126261000
JPN,Japan,SP.POP.TOTL,"Population, total",2021,125681593
JPN,Japan,SP.POP.TOTL,"Population, total",2022,125124989
JPN,Japan,SP.POP.TOTL,"Population, total",2023,124516650
USA,United States,SP.POP.TOTL,"Population, total",2000,282162411
USA,United States,SP.POP.TOTL,"Population, total",2001,284968955
USA,United States,SP.POP.TOTL,"Population, total",2002,287625193
USA,United States,SP.POP.TOTL,"Population, total",2003,290107933
USA,United States,SP.POP.TOTL,"Population, total",2004,292805298
USA,United States,SP.POP.TOTL,"Population, total",2005,295516599
USA,United States,SP.POP.TOTL,"Population, total",2006,298379912
USA,United States,SP.POP.TOTL,"Population, total",2007,301231207
USA,United States,SP.POP.TOTL,"Population, total",2008,304093966
USA,United States,SP.POP.TOTL,"Population, total",2009,306771529
USA,United States,SP.POP.TOTL,"Population, total",2010,309378227
USA,United States,SP.POP.TOTL,"Population, total",2011,311839461
USA,United States,SP.POP.TOTL,"Population, total",2012,314339099
USA,United States,SP.POP.TOTL,"Population, total",2013,316726282
USA,United States,SP.POP.TOTL,"Population, total",2014,319257560
USA,United States,SP.POP.TOTL,"Population, total",2015,321815121
USA,United States,SP.POP.TOTL,"Population, total",2016,324353340
USA,United States,SP.POP.TOTL,"Population, total",2017,326608609
USA,United States,SP.POP.TOTL,"Population, total",2018,328529577
USA,United States,SP.POP.TOTL,"Population, total",2019,330226227
USA,United States,SP.POP.TOTL,"Population, total",2020,331577720
USA,United States,SP.POP.TOTL,"Population, total",2021,332099760
USA,United States,SP.POP.TOTL,"Population, total",2022,334017321
USA,United States,SP.POP.TOTL,"Population, total",2023,336806231
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2000,81.1484365423806
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2001,81.5960450621957
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2002,81.9943491502673
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2003,82.3540335841671
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2004,82.6816824814559
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2005,82.9838799596945
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2006,83.2672101364439
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2007,83.5382571292649
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2008,83.8036050557184
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2009,84.0698380333651
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2010,84.343846036308
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2011,84.6225758599683
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2012,84.8973874181312
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2013,85.1676585442726
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2014,85.4331367898168
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2015,85.6935697061881
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2016,85.9487048448108
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2017,86.1982897571091
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2018,86.4420719945072
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2019,86.6797991084296
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2020,86.9112186503004
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2021,87.1360781715439
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2022,87.349556243881
BRA,Brazil,SP.URB.TOTL.IN.ZS,Urban population (% of total),2023,87.6159710235763
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2000,36.4320234662299
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2001,37.6597442626953
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2002,39.0897827148438
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2003,40.5302314758301
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2004,41.7600135803223
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2005,42.9899978637695
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2006,44.3430099487305
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2007,45.8892440795898
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2008,46.9895057678223
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2009,48.3417053222656
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2010,49.2340270628041
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2011,51.8300285339355
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2012,53.1003112792969
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2013,54.4900016784668
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2014,55.7502555847168
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2015,57.3297843933105
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2016,58.8399238586426
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2017,60.2402687072754
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2018,61.5001983642578
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2019,62.7099151611328
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2020,63.5234230266258
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2021,64.721076965332
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2022,65.2176361083984
CHN,China,SP.URB.TOTL.IN.ZS,Urban population (% of total),2023,65.5301448035523
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2000,80.0942160905637
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2001,80.1070808273695
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2002,80.1213973750556
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2003,80.1373116303862
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2004,80.1549694901257
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2005,80.1745168510383
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2006,80.1960996098884
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2007,80.2198636634402
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2008,80.2459549084581
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2009,80.2745192417062
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2010,80.305702559949
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2011,80.3405762928198
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2012,80.393447520218
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2013,80.4732318400362
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2014,80.57574023743
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2015,80.6974371632814
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2016,80.8347870684725
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2017,80.9842544038853
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2018,81.1423036204018
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2019,81.3053991689039
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2020,81.4700055002738
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2021,81.6325870653934
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2022,81.7867852780995
DEU,Germany,SP.URB.TOTL.IN.ZS,Urban population (% of total),2023,81.9034366692129
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2000,27.6470407512523
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2001,27.9028652096636
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2002,28.1756878910456
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2003,28.4660287698
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2004,28.7726067228528
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2005,29.0945497159107
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2006,29.4309857146804
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2007,29.7810426848684
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2008,30.1438485921815
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2009,30.5185314023263
